file_index,input_file,output_file,log_file,gpu_log_file,sim_start_time,task_start_time,elapsed_time(s),task_end_time,random_seed,job_id,host_name,gpu_device_id,peak_gpu_memory_used,gpu_memory_start,gpu_memory_end,job_completed,job_error_msg,input_file_size_mb,output_file_size_mb
194,/dvs_ro/cfs/cdirs/dune/www/data/2x2/simulation/productions/MiniRun5_1E19_RHC/MiniRun5_1E19_RHC.convert2h5/EDEPSIM_H5/0000000/MiniRun5_1E19_RHC.convert2h5.0000194.EDEPSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000194.EDEPSIM_2024-09-10_14:25:06_8256_30353198.LARNDSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000194.EDEPSIM_2024-09-10_14:25:06_8256_30353198.log,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000194.EDEPSIM_2024-09-10_14:25:06_8256_30353198.gpu_mem.log,2024-09-10_12:40:11,2024-09-10_14:25:06,1430.1,2024-09-10 14:49:01,8256,30353198,nid008689,GPU-d0e572fc-dc49-0369-212c-5b7c23015159,65523,429,60517,True,,35.21844482421875,1556.1937789916992
835,/dvs_ro/cfs/cdirs/dune/www/data/2x2/simulation/productions/MiniRun5_1E19_RHC/MiniRun5_1E19_RHC.convert2h5/EDEPSIM_H5/0000000/MiniRun5_1E19_RHC.convert2h5.0000835.EDEPSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000835.EDEPSIM_2024-09-10_15:48:03_9283_30353197.LARNDSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000835.EDEPSIM_2024-09-10_15:48:03_9283_30353197.log,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000835.EDEPSIM_2024-09-10_15:48:03_9283_30353197.gpu_mem.log,2024-09-10_13:38:10,2024-09-10_15:48:03,1453.56,2024-09-10 16:12:20,9283,30353197,nid008397,GPU-5eccf6f0-7253-43da-b39c-9212164484c4,53177,429,48227,True,,24.938720703125,1417.9142379760742
343,/dvs_ro/cfs/cdirs/dune/www/data/2x2/simulation/productions/MiniRun5_1E19_RHC/MiniRun5_1E19_RHC.convert2h5/EDEPSIM_H5/0000000/MiniRun5_1E19_RHC.convert2h5.0000343.EDEPSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000343.EDEPSIM_2024-09-10_14:20:06_429_30353199.LARNDSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000343.EDEPSIM_2024-09-10_14:20:06_429_30353199.log,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000343.EDEPSIM_2024-09-10_14:20:06_429_30353199.gpu_mem.log,2024-09-10_13:06:41,2024-09-10_14:20:06,2403.48,2024-09-10 15:00:12,429,30353199,nid008393,GPU-93e67df8-4aa3-bedc-c41e-ed5e3998ce7f,34099,429,34093,True,,17.629486083984375,1300.0535583496094
16,/dvs_ro/cfs/cdirs/dune/www/data/2x2/simulation/productions/MiniRun5_1E19_RHC/MiniRun5_1E19_RHC.convert2h5/EDEPSIM_H5/0000000/MiniRun5_1E19_RHC.convert2h5.0000016.EDEPSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000016.EDEPSIM_2024-09-10_15:27:48_2606_30353198.LARNDSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000016.EDEPSIM_2024-09-10_15:27:48_2606_30353198.log,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000016.EDEPSIM_2024-09-10_15:27:48_2606_30353198.gpu_mem.log,2024-09-10_12:40:09,2024-09-10_15:27:48,1350.39,2024-09-10 15:50:21,2606,30353198,nid008528,GPU-34f0bae0-b50e-574d-be61-76d5d3ad2602,34087,429,34073,True,,26.531631469726562,1406.5366592407227
538,/dvs_ro/cfs/cdirs/dune/www/data/2x2/simulation/productions/MiniRun5_1E19_RHC/MiniRun5_1E19_RHC.convert2h5/EDEPSIM_H5/0000000/MiniRun5_1E19_RHC.convert2h5.0000538.EDEPSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000538.EDEPSIM_2024-09-10_16:55:18_8542_30353725.LARNDSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000538.EDEPSIM_2024-09-10_16:55:18_8542_30353725.log,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000538.EDEPSIM_2024-09-10_16:55:18_8542_30353725.gpu_mem.log,2024-09-10_13:33:21,2024-09-10_16:55:18,1494.55,2024-09-10 17:20:15,8542,30353725,nid008612,GPU-a740c094-e604-c6ed-8f4a-71f225e268fd,70985,429,66013,True,,31.641464233398438,1453.819091796875
182,/dvs_ro/cfs/cdirs/dune/www/data/2x2/simulation/productions/MiniRun5_1E19_RHC/MiniRun5_1E19_RHC.convert2h5/EDEPSIM_H5/0000000/MiniRun5_1E19_RHC.convert2h5.0000182.EDEPSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000182.EDEPSIM_2024-09-10_13:28:05_3559_30353198.LARNDSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000182.EDEPSIM_2024-09-10_13:28:05_3559_30353198.log,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000182.EDEPSIM_2024-09-10_13:28:05_3559_30353198.gpu_mem.log,2024-09-10_12:40:11,2024-09-10_13:28:05,1342.52,2024-09-10 13:50:30,3559,30353198,nid008689,GPU-57051031-0488-85c3-47c6-113d6e6fc0d8,45777,429,45771,True,,27.36224365234375,1370.4733276367188
728,/dvs_ro/cfs/cdirs/dune/www/data/2x2/simulation/productions/MiniRun5_1E19_RHC/MiniRun5_1E19_RHC.convert2h5/EDEPSIM_H5/0000000/MiniRun5_1E19_RHC.convert2h5.0000728.EDEPSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000728.EDEPSIM_2024-09-10_17:42:02_5596_30355184.LARNDSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000728.EDEPSIM_2024-09-10_17:42:02_5596_30355184.log,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000728.EDEPSIM_2024-09-10_17:42:02_5596_30355184.gpu_mem.log,2024-09-10_13:37:10,2024-09-10_17:42:02,1275.68,2024-09-10 18:03:21,5596,30355184,nid008408,GPU-b2c2232d-1190-088e-babc-b1a9162d880f,34037,429,29063,True,,17.494674682617188,1256.6708221435547
870,/dvs_ro/cfs/cdirs/dune/www/data/2x2/simulation/productions/MiniRun5_1E19_RHC/MiniRun5_1E19_RHC.convert2h5/EDEPSIM_H5/0000000/MiniRun5_1E19_RHC.convert2h5.0000870.EDEPSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000870.EDEPSIM_2024-09-10_13:38:11_279_30353197.LARNDSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000870.EDEPSIM_2024-09-10_13:38:11_279_30353197.log,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000870.EDEPSIM_2024-09-10_13:38:11_279_30353197.gpu_mem.log,2024-09-10_13:38:10,2024-09-10_13:38:11,1363.04,2024-09-10 14:01:10,279,30353197,nid008440,GPU-115e317b-6902-4d90-0318-d5b84d61d387,58293,3,58257,True,,28.8072509765625,1420.2694473266602
287,/dvs_ro/cfs/cdirs/dune/www/data/2x2/simulation/productions/MiniRun5_1E19_RHC/MiniRun5_1E19_RHC.convert2h5/EDEPSIM_H5/0000000/MiniRun5_1E19_RHC.convert2h5.0000287.EDEPSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000287.EDEPSIM_2024-09-10_16:07:08_9686_30353199.LARNDSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000287.EDEPSIM_2024-09-10_16:07:08_9686_30353199.log,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000287.EDEPSIM_2024-09-10_16:07:08_9686_30353199.gpu_mem.log,2024-09-10_13:06:41,2024-09-10_16:07:08,1413.27,2024-09-10 16:30:44,9686,30353199,nid008381,GPU-882629f0-759e-3d94-60ae-88ebebfecaf1,72869,429,72831,True,,30.574966430664062,1474.813865661621
587,/dvs_ro/cfs/cdirs/dune/www/data/2x2/simulation/productions/MiniRun5_1E19_RHC/MiniRun5_1E19_RHC.convert2h5/EDEPSIM_H5/0000000/MiniRun5_1E19_RHC.convert2h5.0000587.EDEPSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000587.EDEPSIM_2024-09-10_16:19:54_6084_30353725.LARNDSIM.hdf5,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000587.EDEPSIM_2024-09-10_16:19:54_6084_30353725.log,/global/cfs/cdirs/dune/users/madan12/DUNE_nesap/pre-post-hackathon/larnd-sim-output-80GB-post-hackathon2024/MiniRun5_1E19_RHC.convert2h5.0000587.EDEPSIM_2024-09-10_16:19:54_6084_30353725.gpu_mem.log,2024-09-10_13:33:21,2024-09-10_16:19:54,1620.54,2024-09-10 16:46:58,6084,30353725,nid008624,GPU-8c7f9749-4d28-397f-8948-dc536d06410e,33133,429,33125,True,,23.715438842773438,1390.5198287963867
